            x [m]            y [m]            z [m]   FieldxRe [V/m]   FieldxIm [V/m]   FieldyRe [V/m]   FieldyIm [V/m]   FieldzRe [V/m]   FieldzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             0.75                0                0    6.3688935e-07    -5.942702e-07    2.6447285e-07   -2.0334835e-07       0.11881585      0.058981568
       0.74997878     0.0056435266                0    6.3575152e-07   -5.9229569e-07     2.691624e-07   -1.9883834e-07       0.11873893      0.062595919
       0.74991506      0.011286733                0    6.3602715e-07   -5.9357177e-07    2.7013715e-07   -1.9246545e-07       0.11804084      0.066037364
       0.74980891      0.016929301                0    6.3646388e-07   -5.9470318e-07    2.7112907e-07   -1.8602918e-07        0.1173299      0.069485232
       0.74966031       0.02257091                0    6.3705818e-07     -5.95693e-07    2.7214503e-07   -1.7953229e-07       0.11660616      0.072939202
       0.74946922      0.028211242                0    6.3780641e-07   -5.9654406e-07    2.7319203e-07   -1.7297738e-07       0.11586963      0.076398969
       0.74923575      0.033849973                0    6.3870442e-07   -5.9725983e-07    2.7427694e-07   -1.6636739e-07       0.11512037      0.079864174
       0.74895978      0.039486792                0    6.3974898e-07   -5.9784298e-07    2.7540673e-07    -1.597048e-07       0.11435837      0.083334528
       0.74864149      0.045121372                0    6.3147104e-07   -5.9857541e-07    2.7500712e-07   -1.4805076e-07       0.11298527      0.086482994
       0.74828076        0.0507534                0    6.2239019e-07   -5.9920728e-07    2.7447021e-07   -1.3588095e-07       0.11154056      0.089603424
       0.74787766      0.056382552                0     6.134519e-07   -5.9971353e-07    2.7395276e-07   -1.2369912e-07       0.11008444      0.092728265
       0.74743223      0.062008511                0    6.0465322e-07     -6.00097e-07    2.7345465e-07    -1.115128e-07       0.10861714       0.09585721
       0.74694449      0.067630962                0    5.9599148e-07   -6.0036041e-07    2.7297588e-07   -9.9329377e-08       0.10713885      0.098989964
       0.74641442      0.073249578                0    5.8746389e-07   -6.0050633e-07    2.7251633e-07   -8.7156209e-08       0.10564975       0.10212623
        0.7458421      0.078864053                0     5.818074e-07    -5.986733e-07    2.7482366e-07   -7.9137763e-08       0.10374717       0.10492776
       0.74522758      0.084474064                0    5.7758336e-07   -5.9588615e-07    2.7832272e-07   -7.3076762e-08       0.10165307       0.10757957
       0.74457085      0.090079285                0    5.7356704e-07   -5.9299208e-07     2.817483e-07   -6.7124574e-08      0.099550493       0.11023453
       0.74387193       0.09567941                0    5.6976342e-07   -5.8999387e-07    2.8509186e-07   -6.1295687e-08      0.097439773       0.11289239
       0.74313092       0.10127411                0    5.6617705e-07   -5.8689466e-07    2.8834484e-07   -5.5604701e-08      0.095321283       0.11555289
       0.74234784       0.10686308                0      5.62813e-07   -5.8369722e-07    2.9149876e-07   -5.0065996e-08      0.093195356       0.11821577
       0.74152267         0.112446                0    5.5665691e-07   -5.8452611e-07    2.9170263e-07   -4.8351616e-08      0.090698898       0.12044568
        0.7406556       0.11802256                0     5.494698e-07    -5.867829e-07    2.9097023e-07   -4.7842455e-08       0.08806745       0.12252267
       0.73974651       0.12359243                0    5.4229434e-07   -5.8900821e-07    2.9035289e-07    -4.718202e-08      0.085431546       0.12460208
       0.73879558       0.12915531                0    5.3511963e-07   -5.9120924e-07    2.8985795e-07   -4.6361745e-08      0.082791656        0.1266837
        0.7378028       0.13471086                0    5.2793564e-07   -5.9339254e-07    2.8949282e-07   -4.5373014e-08      0.080148242        0.1287673
       0.73676825       0.14025879                0    5.2073227e-07   -5.9556498e-07    2.8926479e-07   -4.4207304e-08      0.077501766        0.1308527
       0.73569202       0.14579879                0     5.106059e-07   -5.8864367e-07    2.9272911e-07   -3.4938587e-08      0.074557282       0.13243385
       0.73457408       0.15133052                0    4.9987347e-07   -5.7858921e-07    2.9729304e-07    -2.251571e-08      0.071511716       0.13384505
       0.73341459       0.15685369                0    4.8959379e-07   -5.6849484e-07    3.0170352e-07    -9.572533e-09      0.068466425       0.13525848
        0.7322135       0.16236797                0    4.7978278e-07   -5.5836409e-07      3.05952e-07    3.9156767e-09      0.065421939       0.13667399
       0.73097104       0.16787307                0    4.7045512e-07   -5.4820123e-07    3.1002989e-07    1.7973122e-08      0.062378839       0.13809136
       0.72968715       0.17336865                0    4.6162648e-07   -5.3800972e-07    3.1392872e-07    3.2624136e-08      0.059337646       0.13951045
        0.7283619       0.17885442                0    4.5554987e-07   -5.3617413e-07    3.1325712e-07    4.3971887e-08      0.056124128       0.14047787
       0.72699547       0.18433006                0     4.501247e-07   -5.3792934e-07    3.1035535e-07    5.3680814e-08      0.052840948       0.14125594
       0.72558784       0.18979527                0    4.4423902e-07   -5.3975009e-07    3.0702876e-07    6.3296127e-08      0.049562763       0.14203638
       0.72413915       0.19524972                0     4.378669e-07   -5.4164383e-07    3.0326009e-07    7.2810273e-08      0.046290178       0.14281905
       0.72264946       0.20069313                0    4.3050835e-07   -5.4307156e-07    2.9897339e-07    8.1777607e-08      0.043002002       0.14351894
       0.72111887       0.20612517                0     4.197376e-07   -5.4085069e-07    2.9414267e-07    8.7458901e-08      0.039572317       0.14364049
       0.71954739       0.21154554                0    4.0908293e-07   -5.3872958e-07    2.8942995e-07    9.2709051e-08      0.036151107       0.14376511
        0.7179352       0.21695393                0    3.9854328e-07   -5.3671556e-07    2.8484052e-07    9.7509712e-08      0.032739002       0.14389269
       0.71628237       0.22235003                0    3.8811794e-07   -5.3481568e-07    2.8037945e-07    1.0184293e-07      0.029336598       0.14402315
         0.714589       0.22773355                0    3.7780592e-07   -5.3303683e-07    2.7605185e-07    1.0569089e-07      0.025944484       0.14415637
       0.71285516       0.23310417                0    3.6760667e-07   -5.3138598e-07    2.7186269e-07    1.0903606e-07      0.022563262       0.14429227
       0.71108091        0.2384616                0    3.5633784e-07   -5.2202893e-07    2.7006627e-07    1.2407874e-07      0.019124655       0.14370036
       0.70926642       0.24380551                0    3.4441507e-07   -5.1149391e-07    2.6811489e-07    1.4052202e-07      0.015672503       0.14300488
       0.70741177       0.24913563                0    3.3185137e-07   -4.9985636e-07    2.6582484e-07    1.5771842e-07      0.012200455       0.14220177
       0.70551711       0.25445163                0    3.1956512e-07   -4.8834931e-07    2.6347024e-07    1.7482196e-07     0.0087443562       0.14140274
       0.70358247       0.25975326                0    3.0756138e-07   -4.7697949e-07    2.6105016e-07    1.9182843e-07     0.0053048339       0.14060789
       0.70160794       0.26504013                0     2.958451e-07   -4.6575411e-07    2.5856366e-07    2.0873316e-07      0.001882609       0.13981727
       0.69959372       0.27031204                0    2.8248974e-07   -4.5909047e-07    2.5255954e-07    2.2180576e-07    -0.0014891159       0.13852416
       0.69753993        0.2755686                0     2.682722e-07     -4.54445e-07    2.4523885e-07    2.3341741e-07     -0.004828129       0.13701089
       0.69544661       0.28080958                0    2.5399521e-07   -4.4983736e-07      2.38198e-07    2.4528859e-07     -0.008148429       0.13550358
        0.6933139       0.28603467                0    2.3965478e-07    -4.452713e-07    2.3144425e-07    2.5742378e-07     -0.011449385       0.13400228
       0.69114196       0.29124355                0    2.2524695e-07   -4.4075068e-07    2.2498482e-07    2.6982724e-07     -0.014730345       0.13250715
       0.68893087       0.29643595                0    2.1076792e-07   -4.3627904e-07     2.188267e-07    2.8250341e-07      -0.01799072       0.13101824
       0.68668079       0.30161154                0    1.9870708e-07    -4.314748e-07    2.1421074e-07    2.9410299e-07     -0.021180781       0.12932631
        0.6843918       0.30677009                0    1.9189358e-07   -4.2603656e-07    2.1221732e-07    3.0283084e-07     -0.024241708       0.12717943
       0.68206406       0.31191123                0    1.8472122e-07   -4.2090664e-07    2.0990012e-07    3.1158865e-07     -0.027281826       0.12504028
       0.67969769       0.31703472                0    1.7718095e-07   -4.1609323e-07    2.0725304e-07    3.2037536e-07     -0.030300612       0.12290896
       0.67729288       0.32214028                0    1.6926406e-07   -4.1160462e-07    2.0427012e-07    3.2918976e-07     -0.033297505       0.12078558
       0.67484969       0.32722759                0    1.6096212e-07   -4.0744868e-07    2.0094549e-07    3.3803084e-07     -0.036271982       0.11867025
